3.887934003659337945e-01,-3.351602650938848016e-02,9.670394128409817824e+00
3.865475080005177921e-01,-4.037017258596557745e-02,9.604338470603464017e+00
3.838626809773639237e-01,-4.862601580065353118e-02,9.525372969922468513e+00
3.806580881246248715e-01,-5.857020818056673378e-02,9.431120238959554314e+00
3.768402154217886935e-01,-7.054802310718645553e-02,9.318829865346724972e+00
3.723018768444154025e-01,-8.497534359086456046e-02,9.185349318953392128e+00
3.669216537234342157e-01,-1.023531021899026922e-01,9.027107462453948017e+00
3.605640703313912065e-01,-1.232846739442068490e-01,8.840119715629151997e+00
3.530809326092995137e-01,-1.484968262254466598e-01,8.620027429685277909e+00
3.443143990359310291e-01,-1.788649529057435017e-01,8.362188206939148216e+00
3.341025067377205171e-01,-2.154434690031886701e-01,8.061838433462366282e+00
3.222880156811857022e-01,-2.595024211399737379e-01,7.714353402387814640e+00
3.087315077673130626e-01,-3.125715849688241454e-01,7.315632581391559697e+00
2.933295978262235870e-01,-3.764935806792471529e-01,6.862635230183046886e+00
2.760387450429819256e-01,-4.534878508128591390e-01,6.354080736558291420e+00
2.569043141649907103e-01,-5.462277217684348152e-01,5.791303357793843531e+00
2.360930226072611993e-01,-6.579332246575682053e-01,5.179206547272388050e+00
2.139245764696365015e-01,-7.924828983539186078e-01,4.527193425577544339e+00
1.908952206707084931e-01,-9.545484566618347433e-01,3.849859431491426509e+00
1.676826657931098918e-01,-1.149756995397738013e+00,3.167137229209114224e+00
1.451197634197584074e-01,-1.384886371393874605e+00,2.503522453522305291e+00
1.241256910736684288e-01,-1.668100537200059241e+00,1.886049737460836262e+00
1.055911042405477673e-01,-2.009233002565049997e+00,1.340914830604345909e+00
9.022947231046501981e-02,-2.420128264794383366e+00,8.891021267783828508e-01
7.842839266268819554e-02,-2.915053062825181840e+00,5.420115489025941757e-01
7.015284420418183009e-02,-3.511191734215134641e+00,2.986130648288775058e-01
6.495156032073609587e-02,-4.229242874389507634e+00,1.456341270804736576e-01
6.208508079019247478e-02,-5.094138014816385507e+00,6.132590559389629326e-02
6.073567880937964791e-02,-6.135907273413176100e+00,2.163761204057801715e-02
6.020976311350152016e-02,-7.390722033525790380e+00,6.169503338279971535e-03
6.004627260226202273e-02,-8.902150854450392004e+00,1.360958890059533891e-03
6.000749344528555351e-02,-1.072267222010325405e+01,2.203954495751930657e-04
6.000083627668849340e-02,-1.291549665014885306e+01,2.459637319100907039e-05
6.000005960233410762e-02,-1.555676143930475419e+01,1.753009826845005841e-06
6.000000247510283574e-02,-1.873817422860386728e+01,7.279714237463829074e-08
6.000000005362493560e-02,-2.257019719633921540e+01,1.577204117412002543e-09
6.000000000053063581e-02,-2.718588242732945659e+01,1.560706633040162547e-11
6.000000000000203781e-02,-3.274549162877731590e+01,6.009158764573837374e-14
5.999999999999999778e-02,-3.944206059437664180e+01,7.422167122148370963e-17
5.999999999999999778e-02,-4.750810162102803247e+01,2.330738876877048967e-20
5.999999999999999778e-02,-5.722367659350220492e+01,1.406283953441936929e-24
5.999999999999999778e-02,-6.892612104349709057e+01,1.163498886023829328e-29
5.999999999999999778e-02,-8.302175681319752698e+01,8.792434427680124010e-36
5.999999999999999778e-02,-1.000000000000000000e+02,3.720075976020836020e-43
